 1,  586
 2,  866
 3, 1134
 4, 1376
 5, 1581
 6, 1726
 7, 3462
 8, 3579
 9, 3736
10, 3906
11, 4070
12, 4207
13, 6817
14, 6892
15, 6986
16, 7108
17, 7223
18, 7309
19,10230
20,10317
21,10409
22,10500
