 1,  611
 2, 1013
 3, 1454
 4, 1748
 5, 2023
 6, 2592
 7, 2896
 8, 3180
 9, 3474
10, 3758
11, 4023
12, 4327
13, 4592
14, 4876
15, 5170
16, 5445
17, 5749
18, 6043
19, 6328
20, 6612
21, 6886
22, 7171
23, 7465
24, 7730
25, 8034
26, 8318
27, 8602
28, 8906
29, 9171
30, 9475
31, 9760
32,10034
33,10328
34,10623
35,10907
36,11191
37,11476
38,11770
