 1,  672
 2,  989
 3, 1303
 4, 1598
 5, 1870
 6, 2075
 7, 3459
 8, 3656
 9, 3891
10, 4132
11, 4359
12, 4561
13, 4687
14, 6781
15, 6903
16, 7068
17, 7251
18, 7426
19, 7574
20,10079
21,10182
22,10322
23,10476
24,10632
25,10756
