 1,  723
 2, 1084
 3, 1432
 4, 1767
 5, 2090
 6, 2372
 7, 3340
 8, 3473
 9, 3739
10, 4046
11, 4362
12, 4645
13, 4910
14, 5093
15, 6630
16, 6730
17, 6929
18, 7179
19, 7428
20, 7669
21, 7893
22, 9982
23,10143
24,10358
25,10583
26,10803
27,10996
