2.65,266.09,145.38,120.71,328.72,148.27,180.45
2.51,211.39,21.67,189.72,197.91,38.22,159.69
2.34,354.21,169.31,184.9,245.69,168.74,76.95
2.156,317.48,147,170.48,330.65,274.24,56.41
1.96,272.23,87.87,184.36,317.87,272.15,45.72
1.72,278.12,87.69,190.43,134.62,98.19,36.43
1.45,331.24,125.93,205.31,101.11,94.23,6.88
1.29,319.71,88.42,231.29,319.44,313.25,6.19
1.06,303.67,82.96,220.71,134.69,129.52,5.17
