2.00E-004,0,0,0
4.00E-004,0.66,0.6,0.86
6.00E-004,1.55,1.43,1.69
8.00E-004,2.22,2.09,2.3
1.00E-003,2.69,2.7,3.04
1.40E-003,4.16,3.85,4.24
2.00E-003,5.75,5.62,5.9
2.40E-003,6.87,6.76,7.23
3.00E-003,8.85,8.72,9.05
