5.00,0.50,0.00,0.00,0.00,0.00,0.00
10.00,1.00,1.05,0.61,0.86,0.84,0.18
20.00,2.00,2.92,2.87,2.25,2.68,0.30
30.00,3.00,4.97,5.13,4.57,4.89,0.24
40.00,4.00,7.18,7.36,6.93,7.16,0.18
50.00,5.00,9.60,9.77,9.24,9.54,0.22
60.00,6.00,11.83,11.85,11.52,11.73,0.15
70.00,7.00,13.91,14.17,13.89,13.99,0.13
80.00,8.00,16.19,16.45,16.17,16.27,0.13
90.00,9.00,18.41,18.59,18.60,18.53,0.09
100.00,10.00,20.88,21.32,21.29,21.16,0.20
