0.80,0.16,0.00,0.00,0.00,0.00,0.00
1.00,0.20,2.22,2.43,2.24,2.30,0.09
2.00,0.40,14.33,14.20,14.29,14.27,0.05
4.00,0.80,35.86,35.64,35.95,35.82,0.13
6.00,1.20,54.63,54.81,54.01,54.48,0.34
8.00,1.60,76.66,76.83,76.35,76.61,0.20
