1.0e-04,0.00,0.00,0.00,0.00,0.00
2.0e-04,0.62,0.54,0.48,0.55,0.06
4.0e-04,1.88,1.62,1.70,1.73,0.11
6.0e-04,3.43,3.17,3.30,3.30,0.11
8.0e-04,4.43,4.17,4.50,4.37,0.14
1.0e-03,5.37,5.30,5.30,5.32,0.03
1.4e-03,7.51,7.12,7.57,7.40,0.20
2.0e-03,10.53,10.10,10.12,10.25,0.20
2.4e-03,12.43,11.98,12.17,12.19,0.18
