0.10,0.02,0.00,0.00,0.00,0.00,0.00
0.20,0.04,9.04,9.12,8.45,8.87,0.21
0.40,0.08,45.04,46.14,43.45,44.88,0.78
0.60,0.12,93.25,95.87,95.97,95.03,0.89
1.00,0.20,181.27,181.13,179.12,180.51,0.69
