   1,9.500,0.800
   2,0.218,0.006
   3,0.177,0.090
   4,0.015,0.002
   5,0.087,0.011
   6,0.044,0.004
   7,0.067,0.004
   8,0.011,0.001
   9,0.800,0.100
  10,0.025,0.005
