1.00,0.00,0.00,0.00,0.00,0.00
2.00,8.72,8.46,8.51,8.56,0.11
4.00,25.55,25.26,25.34,25.38,0.12
6.00,40.50,40.79,39.06,40.12,0.76
8.00,56.32,58.06,57.55,57.31,0.73
10.00,72.59,73.90,72.79,73.09,0.58
