5.00E-003,0,0,0,0,0
2.00E-003,0.54,0.79,0.79,0.81,0.86
4.00E-004,2.6,2.82,2.66,2.84,2.65
2.00E-004,3.41,3.68,3.8,3.63,3.52
1.00E-004,4.48,4.74,4.93,4.61,4.39
6.00E-005,5.67,5.87,6.13,6.08,5.72
4.00E-005,6.92,7.14,7.52,7.47,6.98
3.00E-005,8.33,8.56,9.75,9.51,8.77
2.00E-005,21.72,21.57,24.23,23.81,21.53
1.60E-005,43.47,42.58,41.88,42.31,39.16
1.40E-005,68.9,65.94,61.94,59.25,59.49
1.20E-005,112.28,111.53,90.83,91.34,92.16
