0.40,0.08,0.00,0.00,0.00,0.00,0.00
0.60,0.12,6.75,6.70,6.65,6.70,0.04
0.80,0.16,14.53,13.43,14.79,14.25,0.59
1.00,0.20,21.64,21.25,21.18,21.36,0.20
2.00,0.40,52.21,51.39,52.52,52.04,0.48
4.00,0.80,110.15,109.81,108.84,109.60,0.56
