1.00E-004,0,0,0
2.00E-004,0.62,0.54,0.48
4.00E-004,1.88,1.62,1.7
6.00E-004,3.43,3.17,3.3
8.00E-004,4.43,4.17,4.5
1.00E-003,5.37,5.3,5.3
1.40E-003,7.51,7.12,7.57
2.00E-003,10.53,10.1,10.12
2.40E-003,12.43,11.98,12.17
