1.50E-004,0,0,0
4.00E-004,0.79,0.92,0.53
6.00E-004,1.67,1.93,1.68
8.00E-004,2.55,2.49,2.68
1.00E-003,3.23,3.24,3.34
1.40E-003,4.31,4.3,4.63
2.00E-003,6.45,6.38,6.37
2.40E-003,7.64,7.7,7.77
3.00E-003,9.26,9.44,9.57
