1.50,0.15,0.00,0.00,0.00,0.00,0.00
4.00,0.40,0.79,0.92,0.53,0.75,0.16
6.00,0.60,1.67,1.93,1.68,1.76,0.12
8.00,0.80,2.55,2.49,2.68,2.57,0.08
10.00,1.00,3.23,3.24,3.34,3.27,0.05
14.00,1.40,4.31,4.30,4.63,4.41,0.15
20.00,2.00,6.45,6.38,6.37,6.40,0.04
24.00,2.40,7.64,7.70,7.77,7.70,0.05
30.00,3.00,9.26,9.44,9.57,9.42,0.13
